order_id,customer_id,order_date,category,quantity,unit_price,discount_pct,city,payment_method,channel,customer_email
2448,5545,2024-02-01 20:02:48,,1,1027.32,0,Agadir,Carte ,Web,client5545@mail.com
2217,1077,2024-03-08,Alimentaire,3,1217.66,0,rabat,CARTE,Web,client1077@mail.com
2450,2665,2024-08-08,Alimentaire,3,1159.25,20,,carte,web,client2665@mail.com
2451,4869,2024-01-10 21:37:01,,-1,135.68,0,fes ,Carte ,Web,client4869@mail.com
2452,2841,17/06/2024,Maison,1,1435.18,5,rabat,,mobile,client2841@mail.com
2453,5028,07/11/2024,Electronique,4,2336.0,20,Marrakech,CARTE,boutique,client5028@mail.com
2454,3787,08/02/2025,Alimentaire,1,1079.13,10,casablanca,,web,client3787@mail.com
2455,5082,03/05/2025,electronique,1,2150.58,5,rabat,especes,mobile,client5082@mail.com
2456,2470,2025-02-10 22:15:44,Maison,1,557.43,20,,virement,mobile,client2470@mail.com
2457,4631,2024-08-16 08:47:36,,1,2497.75,10,Casablanca,especes,boutique,client4631@mail.com
2458,2201,01/06/2024,Cosmetique,4,1866.69,0,Marrakech,CARTE,,client2201@mail.com
1468,2189,2024-08-02,Textile,1,371.25,0,,,boutique,client2189@mail.com
2460,2719,2025-02-13,Maison,2,501.42,5,Rabat,especes,mobile,client2719@mail.com
2461,4278,2024-06-12 18:55:09,Alimentaire,-1,366.74,5,Fes,especes,boutique,client4278@mail.com
2462,1289,2024-08-26,Maison,-1,2064.89,0,Casablanca,especes,mobile,client1289@mail.com
2463,2674,01/04/2025,Textile,2,493.9,5,,Carte ,,client2674@mail.com
2464,5369,14/10/2024,TEXTILE,1,337.15,0,rabat,especes,Web,client5369@mail.com
2465,4044,26/04/2024,electronique,4,1360.08,20,rabat,Carte ,boutique,client4044@mail.com
2466,2180,08/04/2024,Electronique,2,1169.65,20,rabat,virement,mobile,client2180@mail.com
2467,4688,2024-07-21,Alimentaire,4,1315.54,5,rabat,,,client4688@mail.com
2468,1311,14/08/2024,Cosmetique,-1,2285.99,5,,carte,boutique,client1311@mail.com
2469,5864,2025-06-06,Electronique,4,2410.6,0,,especes,boutique,
2470,5292,2025-02-18,,1,1020.12,10,Fes,CARTE,web,client5292@mail.com
2471,5726,2025-03-14 08:58:44,electronique,3,1815.91,0,Rabat,especes,boutique,client5726@mail.com
2472,2383,05/06/2024,Cosmetique,3,1423.63,,rabat,,Web,client2383@mail.com
2473,3759,2024-10-22 00:15:46,,3,814.56,20,Marrakech,Carte ,boutique,client3759@mail.com
2474,5206,2025-05-17 07:54:28,Alimentaire,1,391.05,0,,Carte ,Web,client5206@mail.com
2475,4080,14/08/2024,Cosmetique,4,1648.89,0,CASABLANCA,virement,,client4080@mail.com
2476,5902,2024-03-07,Electronique,4,32.62,0,Casablanca,virement,,client5902@mail.com
2477,1187,2025-03-28,Cosmetique,1,1045.11,,fes ,Carte ,Web,client1187@mail.com
2478,3288,03/04/2024,Cosmetique,1,1971.49,0,Agadir,CARTE,web,client3288@mail.com
2479,3996,20/04/2024,,3,1883.04,10,Tanger,,boutique,client3996@mail.com
2480,2748,27/08/2024,Electronique,1,1865.62,15,CASABLANCA,Carte ,boutique,client2748@mail.com
2481,1719,2024-07-14,Maison,2,1855.57,5,Fes,especes,boutique,client1719@mail.com
2482,4303,2025-06-04,Alimentaire,2,1268.34,15,Casablanca,especes,web,client4303@mail.com
2483,5847,03/02/2025,Maison,1,677.74,5,Marrakech,,Web,client5847@mail.com
2484,1918,2024-07-10,Electronique,3,984.41,,casablanca,,,client1918@mail.com
2485,3542,05/03/2025,TEXTILE,4,1079.37,0,Rabat,CARTE,boutique,client3542@mail.com
2486,5774,2024-05-05,Electronique,1,1076.55,0,Marrakech,especes,,client5774@mail.com
2487,3564,25/12/2024,Maison,1,1603.41,0,Casablanca,carte,boutique,client3564@mail.com
2488,2775,2025-01-16,Cosmetique,4,1792.33,0,casablanca,,boutique,client2775@mail.com
107,5312,2024-04-05,Cosmetique,4,,10,CASABLANCA,virement,Web,client5312@mail.com
2490,3774,2025-05-08,Alimentaire,1,282.7,0,casablanca,virement,boutique,client3774@mail.com
2491,5439,2024-04-04,Maison,1,974.22,0,Agadir,,,client5439@mail.com
2492,4286,17/01/2025,,3,319.62,5,Agadir,,Web,client4286@mail.com
2493,5034,2024-03-19 17:35:11,Cosmetique,1,1612.19,0,Agadir,Carte ,mobile,client5034@mail.com
2494,5575,09/01/2025,Alimentaire,1,1508.4,5,Rabat,carte,mobile,client5575@mail.com
2495,2104,13/02/2024,Textile,1,1671.0,5,Fes,CARTE,Web,client2104@mail.com
2496,4156,07/06/2024,Alimentaire,1,983.88,0,Tanger,Carte ,web,client4156@mail.com
2497,4181,14/01/2025,,3,1236.16,0,casablanca,carte,web,client4181@mail.com
2498,2079,2024-08-23,TEXTILE,2,505.25,15,Agadir,,mobile,client2079@mail.com
2499,2811,2024-04-27,,3,1508.08,0,Casablanca,Carte ,web,client2811@mail.com
2500,5485,19/02/2024,Cosmetique,1,872.57,0,Casablanca,CARTE,web,client5485@mail.com
2501,3245,2024-04-15 20:16:20,Textile,2,652.67,20,Casablanca,Carte ,,client3245@mail.com
2502,1312,29/08/2024,,3,673.76,15,Casablanca,carte,,client1312@mail.com
2503,3723,28/05/2025,,1,1736.93,15,Tanger,,,client3723@mail.com
2504,5475,2024-12-22,Maison,1,1228.04,10,casablanca,especes,,client5475@mail.com
2505,3941,10/04/2025,,4,464.27,10,Fes,CARTE,,client3941@mail.com
2506,3829,2024-07-18 01:38:04,,4,2346.62,,CASABLANCA,carte,Web,client3829@mail.com
2507,4074,2025-06-15,TEXTILE,1,354.18,20,CASABLANCA,CARTE,web,client4074@mail.com
2508,2123,2025-02-12 15:51:06,,2,784.93,10,Tanger,CARTE,web,client2123@mail.com
2509,2289,2025-05-24,Alimentaire,2,131.12,15,Fes,especes,web,client2289@mail.com
2510,2212,2024-10-07 06:31:42,Electronique,3,395.4,20,Casablanca,,boutique,client2212@mail.com
2511,3530,03/02/2025,Alimentaire,1,287.84,0,Marrakech,carte,boutique,client3530@mail.com
2512,3707,2024-07-22 03:11:29,electronique,1,1297.29,20,Casablanca,,,client3707@mail.com
2513,2984,2024-06-02,Maison,1,36.44,0,Agadir,virement,mobile,client2984@mail.com
2514,3270,2024-03-17 10:13:56,TEXTILE,-1,1289.74,5,,CARTE,,client3270@mail.com
2515,3488,2024-02-16 05:24:35,Cosmetique,1,1079.17,5,casablanca,CARTE,,client3488@mail.com
2516,5235,2024-03-23 18:17:10,Maison,1,2401.08,20,CASABLANCA,especes,Web,client5235@mail.com
2517,4565,10/08/2024,,-1,1140.11,15,CASABLANCA,especes,boutique,client4565@mail.com
2518,2177,2024-07-19,electronique,1,800.13,0,CASABLANCA,especes,boutique,client2177@mail.com
2519,5312,2024-07-10 20:09:13,Cosmetique,3,134.23,15,Marrakech,,,client5312@mail.com
2520,2301,08/01/2024,Electronique,4,1192.58,20,  Rabat  ,,mobile,client2301@mail.com
2521,3451,24/11/2024,Cosmetique,1,1812.94,,Marrakech,carte,mobile,client3451@mail.com
2522,3948,13/07/2024,Maison,1,1002.41,0,Fes,Carte ,web,client3948@mail.com
2523,2801,2024-01-04 23:08:25,Alimentaire,1,2017.07,10,Marrakech,,,client2801@mail.com
2524,4779,2024-11-15 09:52:29,Textile,2,191.44,,casablanca,Carte ,boutique,client4779@mail.com
2525,3266,2025-04-06,Electronique,4,2108.16,0,Casablanca,Carte ,mobile,client3266@mail.com
2526,3412,2024-11-04,,-1,923.46,15,fes ,Carte ,web,client3412@mail.com
2527,1756,02/05/2025,electronique,1,2371.11,0,casablanca,,,client1756@mail.com
2528,2780,2025-04-12 15:54:52,Cosmetique,1,1237.79,0,Rabat,carte,mobile,client2780@mail.com
2529,5932,2024-11-25,Cosmetique,1,2324.86,10,Fes,Carte ,web,client5932@mail.com
2530,5303,2024-08-11,Electronique,-1,787.94,,rabat,CARTE,web,client5303@mail.com
2531,3893,2025-02-15 00:27:21,Alimentaire,-1,956.51,0,fes ,carte,mobile,client3893@mail.com
2532,2040,2024-05-03 21:09:16,Maison,4,2165.72,,fes ,CARTE,mobile,client2040@mail.com
2533,2765,2024-07-29 07:11:34,Alimentaire,2,1810.37,20,Agadir,Carte ,web,client2765@mail.com
2534,4252,2024-02-03,Maison,3,2471.57,5,rabat,especes,boutique,client4252@mail.com
2535,5737,2024-04-03,Alimentaire,2,2453.99,15,casablanca,virement,mobile,client5737@mail.com
2536,2925,2025-04-23,Cosmetique,1,1195.12,10,fes ,CARTE,boutique,client2925@mail.com
2537,1681,2025-02-24,Maison,3,2315.78,15,Agadir,especes,web,client1681@mail.com
2538,2616,16/04/2024,TEXTILE,2,2275.78,,CASABLANCA,CARTE,Web,client2616@mail.com
2539,4998,2025-01-09 20:40:43,Textile,3,1975.02,5,rabat,CARTE,boutique,client4998@mail.com
2540,3834,2024-08-13 20:13:17,Cosmetique,2,464.31,0,Rabat,,,
2541,4326,2024-04-27 13:13:41,Maison,1,253.06,0,Marrakech,,web,client4326@mail.com
2542,2628,26/02/2025,Electronique,1,1900.19,0,casablanca,Carte ,,client2628@mail.com
2543,4149,2024-09-13,TEXTILE,1,793.43,0,Marrakech,especes,,client4149@mail.com
1861,5390,2025-05-06 08:51:17,Maison,2,531.2,0,casablanca,especes,Web,client5390@mail.com
2545,5688,2025-01-25,,2,980.02,0,Agadir,carte,web,client5688@mail.com
2546,4752,04/07/2024,TEXTILE,2,1693.07,20,Agadir,especes,boutique,client4752@mail.com
2547,4841,16/04/2024,TEXTILE,3,2289.21,5,CASABLANCA,CARTE,web,client4841@mail.com
2548,3525,2024-04-08,,-1,529.89,20,Casablanca,,boutique,client3525@mail.com
2549,5391,2025-03-06 02:17:16,,3,1690.4,15,fes ,CARTE,,client5391@mail.com
2550,2593,24/02/2025,,-1,146.63,0,Fes,CARTE,Web,client2593@mail.com
2551,3872,2025-02-07,Maison,3,1305.24,20,Tanger,,boutique,client3872@mail.com
2552,3857,2024-12-28,Electronique,2,702.19,10,Marrakech,Carte ,mobile,client3857@mail.com
2553,2977,2025-03-29 18:01:40,Cosmetique,1,1406.71,20,Marrakech,Carte ,,client2977@mail.com
2554,2941,27/03/2025,Cosmetique,1,1936.67,0,Marrakech,,mobile,client2941@mail.com
2555,4300,2024-07-12,Electronique,1,634.23,10,  Rabat  ,Carte ,boutique,client4300@mail.com
907,5618,2025-01-21,Alimentaire,1,819.48,15,Casablanca,CARTE,Web,client5618@mail.com
2557,1453,08/10/2024,Maison,1,1809.84,0,  Rabat  ,carte,boutique,client1453@mail.com
2558,2156,2025-02-21,Cosmetique,2,2175.99,20,Rabat,virement,Web,client2156@mail.com
2559,3182,2025-02-07,Cosmetique,1,634.15,0,Fes,,,client3182@mail.com
2560,5871,2024-05-30,Alimentaire,2,2049.04,0,Casablanca,Carte ,Web,client5871@mail.com
2561,5368,22/04/2024,TEXTILE,1,991.52,10,Agadir,CARTE,,client5368@mail.com
2562,2608,29/08/2024,electronique,1,673.69,15,Fes,virement,Web,client2608@mail.com
2563,3796,2024-01-24,,1,1036.54,,Casablanca,,Web,client3796@mail.com
2564,1495,2025-05-07,,1,2354.77,5,  Rabat  ,carte,mobile,client1495@mail.com
2565,5030,17/04/2025,TEXTILE,2,2400.68,5,Rabat,CARTE,,client5030@mail.com
2566,5137,2024-01-12,electronique,1,1901.07,20,,carte,web,client5137@mail.com
2567,5062,2024-02-06,Maison,2,1908.15,10,Fes,,mobile,client5062@mail.com
2568,5239,2024-12-25 16:50:12,Electronique,4,2325.65,10,  Rabat  ,virement,boutique,client5239@mail.com
2569,5211,2024-02-29 22:22:02,,2,311.86,5,,virement,mobile,client5211@mail.com
2570,5034,2025-06-15,electronique,2,2371.45,0,fes ,Carte ,,client5034@mail.com
2571,2525,2024-02-04,,3,1100.57,15,CASABLANCA,,,client2525@mail.com
2572,3962,2024-06-11,Cosmetique,1,2249.35,20,Tanger,especes,web,client3962@mail.com
2573,2352,08/09/2024,TEXTILE,3,,5,Casablanca,,,client2352@mail.com
2574,1492,2024-07-03 16:51:14,Textile,1,83.87,15,Rabat,,boutique,
2575,2642,2024-03-21 19:21:30,Alimentaire,1,1900.0,20,fes ,carte,boutique,client2642@mail.com
2576,1266,31/08/2024,electronique,2,1336.1,5,fes ,CARTE,Web,client1266@mail.com
2577,5807,22/06/2025,Textile,3,1602.45,0,Marrakech,,mobile,client5807@mail.com
2578,2538,11/06/2025,electronique,2,2132.84,0,fes ,especes,boutique,client2538@mail.com
2579,4430,2025-06-24,Electronique,1,854.63,0,Rabat,,web,client4430@mail.com
2580,3689,2024-11-06,Maison,-1,981.45,15,Casablanca,,,client3689@mail.com
2581,3665,2024-02-01,Cosmetique,1,1642.93,10,Casablanca,virement,web,client3665@mail.com
2582,5879,04/01/2025,Alimentaire,2,933.3,0,Casablanca,Carte ,mobile,client5879@mail.com
2583,3457,2025-04-02,Maison,-1,2335.75,0,Marrakech,Carte ,web,client3457@mail.com
2584,2215,2024-10-22 21:21:52,Electronique,-1,1498.42,0,Fes,Carte ,boutique,client2215@mail.com
2585,5913,18/10/2024,,4,1165.38,0,Tanger,especes,mobile,client5913@mail.com
2586,4455,2025-05-15 04:16:29,TEXTILE,3,922.75,0,CASABLANCA,CARTE,Web,client4455@mail.com
2587,1170,2025-01-19 10:57:49,TEXTILE,1,2279.94,,CASABLANCA,CARTE,boutique,client1170@mail.com
2588,3318,2025-01-11,electronique,2,705.24,0,Casablanca,virement,boutique,client3318@mail.com
2589,3373,2024-12-27,Textile,3,2221.57,20,CASABLANCA,CARTE,,client3373@mail.com
2590,2667,16/01/2025,Maison,4,1048.61,15,Casablanca,Carte ,,client2667@mail.com
2591,1416,2024-10-27 07:18:55,electronique,-1,240.21,,fes ,especes,web,client1416@mail.com
2592,5776,25/08/2024,,4,2220.17,5,casablanca,carte,,client5776@mail.com
2593,5240,02/06/2025,Cosmetique,1,,15,fes ,,web,client5240@mail.com
2594,2676,2024-06-26 01:35:29,Cosmetique,4,,5,,Carte ,mobile,client2676@mail.com
2595,5094,2024-02-13 06:44:00,Textile,2,1367.49,0,,,,client5094@mail.com
2596,3321,2025-04-05 18:55:22,Maison,4,1936.85,5,  Rabat  ,especes,web,client3321@mail.com
2597,1759,2024-07-09 10:42:08,,4,1098.71,0,  Rabat  ,virement,boutique,client1759@mail.com
2598,5577,17/07/2024,Textile,4,1028.03,15,fes ,Carte ,,client5577@mail.com
2599,3476,2024-10-06,Maison,1,791.53,0,rabat,CARTE,,client3476@mail.com
2600,3743,12/09/2024,Maison,3,2024.05,0,Rabat,carte,mobile,client3743@mail.com
2601,5778,2024-01-12,,4,685.31,20,Tanger,Carte ,,client5778@mail.com
2602,5405,2024-07-05,,1,622.62,0,rabat,,Web,client5405@mail.com
2603,2855,2025-04-23 07:33:55,Textile,-1,1773.37,0,Tanger,especes,,client2855@mail.com
2604,5266,2024-11-30,,2,147.62,15,Marrakech,Carte ,boutique,client5266@mail.com
2605,4271,2025-01-15,Textile,4,,15,Marrakech,Carte ,mobile,client4271@mail.com
2606,4923,2025-03-10,Alimentaire,2,2352.79,20,Rabat,CARTE,web,client4923@mail.com
2607,4558,29/12/2024,,2,460.38,0,casablanca,CARTE,boutique,client4558@mail.com
2608,4020,2024-05-20 01:50:46,Electronique,3,225.4,15,,virement,Web,client4020@mail.com
2609,2833,20/11/2024,Alimentaire,1,1367.69,5,CASABLANCA,Carte ,,client2833@mail.com
2610,4467,2025-02-24 07:27:25,Alimentaire,-1,1685.61,0,rabat,especes,mobile,client4467@mail.com
167,4793,29/02/2024,Cosmetique,4,1402.07,5,rabat,virement,web,client4793@mail.com
2612,5140,2024-03-20 17:52:44,Maison,1,921.8,0,fes ,virement,Web,client5140@mail.com
2613,3420,2025-02-20,Alimentaire,1,847.71,0,  Rabat  ,virement,,client3420@mail.com
2614,1926,23/10/2024,TEXTILE,2,130.97,0,,CARTE,boutique,client1926@mail.com
2615,1629,2024-01-12 21:40:32,electronique,1,289.66,,rabat,especes,Web,client1629@mail.com
2616,2959,07/06/2024,Textile,2,225.06,10,Rabat,especes,Web,client2959@mail.com
2617,1354,2024-06-28 08:04:13,Electronique,4,234.39,15,Marrakech,CARTE,mobile,client1354@mail.com
2618,3771,02/06/2024,TEXTILE,1,2237.73,20,,Carte ,web,client3771@mail.com
2619,1923,08/01/2024,TEXTILE,4,1383.65,0,Marrakech,carte,web,client1923@mail.com
2620,5280,03/04/2024,Cosmetique,2,2029.28,15,Rabat,Carte ,mobile,
2621,3233,2024-10-15,TEXTILE,3,2421.43,20,Marrakech,carte,Web,client3233@mail.com
2622,1886,2025-06-24 08:16:19,electronique,1,693.1,10,Tanger,Carte ,boutique,client1886@mail.com
2623,2168,2024-02-05 11:05:22,Textile,1,821.02,0,Marrakech,carte,,client2168@mail.com
2624,3990,10/09/2024,electronique,2,,,  Rabat  ,Carte ,boutique,client3990@mail.com
2625,1433,2024-01-03,TEXTILE,2,316.4,10,Rabat,CARTE,web,client1433@mail.com
2626,4788,11/01/2024,Cosmetique,1,296.07,0,fes ,especes,,client4788@mail.com
2627,5416,2025-01-18,electronique,1,1145.95,15,Casablanca,,web,client5416@mail.com
2628,5610,2024-09-01,Textile,1,2452.96,15,Agadir,CARTE,,client5610@mail.com
2629,1603,2025-05-14 21:26:22,Maison,4,733.06,10,  Rabat  ,carte,Web,client1603@mail.com
2630,3424,2024-12-29,Electronique,3,1435.92,15,Fes,Carte ,Web,client3424@mail.com
2631,4020,07/01/2024,Alimentaire,4,,15,Tanger,Carte ,mobile,client4020@mail.com
2632,2311,2025-02-24 00:56:56,,4,1973.34,0,casablanca,,web,client2311@mail.com
2484,1918,2024-07-10,Electronique,3,984.41,,casablanca,,,client1918@mail.com
2634,2804,2025-03-22,Textile,1,1482.13,0,fes ,Carte ,Web,client2804@mail.com
2635,2113,2025-05-26,TEXTILE,1,1327.91,,Fes,CARTE,web,client2113@mail.com
2636,4802,2024-05-17,,1,2204.73,15,Tanger,virement,Web,client4802@mail.com
2637,2657,21/11/2024,Alimentaire,4,1744.5,0,Agadir,especes,web,client2657@mail.com
2638,1984,28/07/2024,Alimentaire,2,2141.6,,rabat,virement,web,client1984@mail.com
2639,4476,2025-04-23,Alimentaire,4,1604.63,0,fes ,Carte ,web,client4476@mail.com
2640,5174,05/04/2025,Maison,-1,1525.89,15,,especes,,client5174@mail.com
2641,5740,2025-04-25 04:31:18,Cosmetique,3,,0,Agadir,carte,Web,client5740@mail.com
2642,5734,06/05/2024,Cosmetique,-1,297.6,20,Agadir,especes,boutique,client5734@mail.com
2643,1625,08/09/2024,TEXTILE,2,118.22,0,fes ,virement,mobile,client1625@mail.com
2644,2457,2025-03-09 06:15:00,TEXTILE,1,1503.59,,rabat,,web,client2457@mail.com
2645,4303,2024-07-20,Alimentaire,3,323.11,0,CASABLANCA,,mobile,client4303@mail.com
2646,5183,2025-03-17 12:13:13,Electronique,2,1427.79,,Marrakech,virement,boutique,client5183@mail.com
2647,5054,2025-05-09 20:28:53,Maison,-1,765.63,0,,especes,boutique,client5054@mail.com
2648,3028,2025-05-29 02:47:05,Alimentaire,3,,0,Fes,carte,,client3028@mail.com
2649,2540,2025-01-24,Maison,3,1137.75,20,CASABLANCA,especes,mobile,client2540@mail.com
2650,4093,2025-04-16,Maison,3,824.79,10,Rabat,virement,web,client4093@mail.com
2651,1128,03/11/2024,Alimentaire,-1,665.9,10,Agadir,carte,web,client1128@mail.com
2652,1581,2025-06-01,Alimentaire,4,1536.01,0,Rabat,Carte ,,client1581@mail.com
2653,3629,03/08/2024,Cosmetique,1,269.85,,Casablanca,virement,Web,client3629@mail.com
2654,1757,2025-02-25,Maison,1,973.18,15,Marrakech,CARTE,mobile,
2655,2011,2024-08-24,Cosmetique,2,1986.76,0,CASABLANCA,,boutique,
2656,1682,2025-03-31,electronique,2,588.1,0,Agadir,virement,Web,client1682@mail.com
2657,1414,2025-03-03 01:50:48,,1,147.65,15,casablanca,especes,boutique,client1414@mail.com
2658,1699,2024-06-30 00:00:59,Textile,1,741.84,15,Tanger,CARTE,,client1699@mail.com
2659,4572,2024-09-16,,3,689.14,5,Tanger,virement,web,client4572@mail.com
2660,5892,09/03/2024,electronique,3,1388.77,0,,Carte ,Web,client5892@mail.com
2661,3696,2024-06-30,Textile,1,442.06,0,,Carte ,boutique,client3696@mail.com
2662,5977,2024-10-03 18:20:31,electronique,2,,0,Rabat,Carte ,Web,client5977@mail.com
2663,5755,2024-05-03 10:21:31,Electronique,4,,0,CASABLANCA,carte,Web,client5755@mail.com
2664,1423,02/06/2025,electronique,2,1100.88,20,Tanger,,boutique,client1423@mail.com
2665,2203,2025-04-19,Textile,1,633.29,15,Agadir,CARTE,boutique,client2203@mail.com
2666,5724,2024-05-06 11:24:32,Textile,1,1803.92,0,casablanca,especes,web,client5724@mail.com
2667,2783,14/04/2024,Maison,1,2220.28,0,fes ,Carte ,web,client2783@mail.com
2668,3062,08/02/2025,Alimentaire,-1,2087.4,0,Casablanca,virement,mobile,client3062@mail.com
2669,3073,2024-06-11,,4,,,Fes,carte,boutique,client3073@mail.com
2670,2621,2025-05-20,TEXTILE,4,1776.65,10,Casablanca,CARTE,mobile,client2621@mail.com
2671,3769,2024-07-01,Textile,1,70.75,0,Marrakech,carte,,client3769@mail.com
2672,2184,2024-10-17 16:49:08,,3,705.74,10,casablanca,Carte ,,client2184@mail.com
2673,2457,2025-05-12,Textile,2,1460.71,0,Rabat,,mobile,client2457@mail.com
2674,2562,2025-01-25 23:35:48,Electronique,1,1947.12,20,fes ,CARTE,web,client2562@mail.com
2675,2902,2024-12-26,Cosmetique,2,216.1,15,Agadir,carte,web,client2902@mail.com
2676,5859,2024-07-10,Electronique,2,810.5,,  Rabat  ,virement,web,client5859@mail.com
2677,1027,22/05/2025,Maison,1,1813.57,10,Agadir,Carte ,,client1027@mail.com
2678,4272,21/07/2024,Textile,4,1271.33,20,CASABLANCA,especes,,client4272@mail.com
2679,5741,2025-01-02,Alimentaire,2,1390.06,10,  Rabat  ,especes,boutique,client5741@mail.com
2680,2606,2024-07-12,,3,1538.59,0,Agadir,especes,boutique,client2606@mail.com
2681,1815,27/01/2024,Cosmetique,-1,785.38,5,Tanger,CARTE,boutique,client1815@mail.com
1373,3944,24/09/2024,Textile,1,2068.11,15,  Rabat  ,CARTE,,client3944@mail.com
2683,3062,2024-03-07 17:53:07,Maison,-1,2209.6,0,Rabat,especes,Web,client3062@mail.com
2684,5115,2025-04-22,Textile,2,2211.13,0,Rabat,especes,,client5115@mail.com
2685,5311,23/08/2024,Textile,-1,1859.47,15,CASABLANCA,carte,mobile,client5311@mail.com
2686,5762,09/03/2025,Textile,2,194.42,5,Rabat,carte,,client5762@mail.com
2687,2972,2024-02-25,Electronique,3,1958.04,10,,carte,mobile,client2972@mail.com
2688,5173,2024-01-20,Electronique,4,758.64,0,,carte,mobile,client5173@mail.com
2689,1620,2024-09-15,Textile,1,1130.39,10,Tanger,CARTE,,client1620@mail.com
2690,2569,07/07/2024,Alimentaire,-1,2157.46,5,,carte,boutique,client2569@mail.com
2691,5059,2024-09-18,electronique,2,780.83,0,Tanger,carte,web,client5059@mail.com
2692,4236,2024-01-02 02:23:23,electronique,2,294.1,15,Marrakech,Carte ,Web,client4236@mail.com
2693,4869,2024-05-30,Textile,2,1500.05,,CASABLANCA,CARTE,Web,client4869@mail.com
2694,5282,23/05/2025,Cosmetique,-1,1070.33,15,casablanca,,Web,client5282@mail.com
2695,2745,2024-03-27,Maison,2,1544.52,0,Casablanca,,Web,client2745@mail.com
2696,1957,15/09/2024,TEXTILE,4,2324.89,0,,Carte ,mobile,client1957@mail.com
2697,1250,2025-05-25,Textile,4,1951.57,0,Rabat,virement,Web,client1250@mail.com
2698,2578,2024-04-18,electronique,3,611.3,0,Casablanca,virement,boutique,client2578@mail.com
2699,5780,2024-07-06 16:18:47,electronique,3,644.12,5,fes ,CARTE,Web,
2700,4835,2024-03-17 12:55:45,electronique,-1,1406.13,0,,virement,boutique,client4835@mail.com
2701,3618,2024-09-30 10:16:56,TEXTILE,-1,1901.93,20,Fes,Carte ,,client3618@mail.com
2702,5815,2024-06-17,Electronique,1,2437.89,0,  Rabat  ,CARTE,mobile,client5815@mail.com
1136,4120,21/01/2024,Cosmetique,-1,2274.79,10,Marrakech,virement,boutique,client4120@mail.com
2534,4252,2024-02-03,Maison,3,2471.57,5,rabat,especes,boutique,client4252@mail.com
2705,1557,07/05/2024,Electronique,4,282.01,,fes ,virement,web,client1557@mail.com
1273,5994,2025-06-08,TEXTILE,1,1625.23,,,carte,Web,client5994@mail.com
2707,4349,2025-05-10,Maison,4,657.64,20,CASABLANCA,virement,Web,client4349@mail.com
2708,5494,2025-02-28 17:06:46,Electronique,1,2016.91,,Fes,especes,mobile,client5494@mail.com
2709,1385,2024-10-19 10:41:43,,1,1169.68,20,,,,client1385@mail.com
2710,3100,2024-03-02,TEXTILE,1,666.74,0,Fes,,,client3100@mail.com
2711,5832,26/05/2024,Cosmetique,1,,0,casablanca,carte,web,client5832@mail.com
2712,3362,2024-09-07 04:56:52,Textile,1,2038.9,20,Marrakech,,web,client3362@mail.com
2713,1660,2025-05-01 02:04:13,Cosmetique,2,692.64,,rabat,Carte ,mobile,client1660@mail.com
2714,4842,2024-10-30,Alimentaire,3,540.76,0,,especes,web,client4842@mail.com
2715,1894,2024-03-09,Textile,1,,0,Fes,especes,Web,client1894@mail.com
2716,1270,2025-01-04 04:40:55,,1,2444.87,0,,CARTE,mobile,client1270@mail.com
2717,2639,28/09/2024,electronique,4,317.4,0,,Carte ,,client2639@mail.com
2718,3212,2024-05-25,Cosmetique,1,1344.17,15,Marrakech,CARTE,boutique,client3212@mail.com
2719,5341,2024-05-10,Alimentaire,3,168.87,10,Casablanca,especes,mobile,client5341@mail.com
2720,5859,2024-08-23,Alimentaire,1,1740.29,15,,,,client5859@mail.com
2031,1629,2025-01-31 19:02:26,Textile,4,571.21,5,fes ,Carte ,Web,client1629@mail.com
2722,5072,2025-06-04,electronique,-1,2024.57,10,CASABLANCA,especes,boutique,client5072@mail.com
2723,5003,09/05/2025,Maison,2,1422.42,5,Casablanca,CARTE,boutique,client5003@mail.com
2724,1071,2025-01-30,TEXTILE,1,987.63,0,  Rabat  ,virement,boutique,client1071@mail.com
2725,5863,21/08/2024,Textile,2,1640.0,0,CASABLANCA,carte,boutique,client5863@mail.com
2726,3952,2024-09-16,Cosmetique,2,1515.57,20,Casablanca,especes,boutique,client3952@mail.com
2727,2174,10/02/2025,,1,1772.52,0,,carte,mobile,client2174@mail.com
2728,2893,2024-10-31,electronique,2,2370.38,,fes ,especes,mobile,client2893@mail.com
2729,5090,27/09/2024,electronique,2,853.59,15,  Rabat  ,CARTE,,client5090@mail.com
2730,2581,2024-04-21,Textile,2,1709.01,0,Fes,,mobile,client2581@mail.com
2731,3292,2024-01-25 05:52:35,,2,997.46,0,Fes,carte,Web,client3292@mail.com
2732,1249,10/10/2024,,4,854.16,0,CASABLANCA,especes,,client1249@mail.com
2733,1130,2024-12-24 00:14:18,Maison,1,1339.1,0,Fes,Carte ,boutique,client1130@mail.com
2734,5308,18/05/2024,Cosmetique,-1,1214.17,5,Agadir,virement,boutique,client5308@mail.com
2735,4742,2024-07-17,Alimentaire,-1,1309.67,20,  Rabat  ,carte,boutique,client4742@mail.com
1554,4580,2024-11-30 06:12:56,Alimentaire,2,1345.26,,casablanca,virement,boutique,client4580@mail.com
1272,3710,2024-02-04,Maison,2,1662.54,10,fes ,Carte ,mobile,client3710@mail.com
2738,1554,2024-09-20,,2,2385.32,20,Agadir,virement,mobile,client1554@mail.com
